,Accession,Host,Isolation Host
679,MN428051,Mycobacterium,Unspecified
680,MN428049,Mycobacterium,Unspecified
681,MN428047,Mycobacterium,Unspecified
682,MN284905,Mycobacterium,Unspecified
683,MN284904,Gordonia,Unspecified
684,MN284903,Mycobacterium,Unspecified
685,MN284900,Mycobacterium,Unspecified
686,MN284899,Streptomyces,Unspecified
687,MN284898,Gordonia,Unspecified
688,MN284897,Arthrobacter,Unspecified
689,MN329678,Propionibacterium,Unspecified
690,MN329677,Gordonia,Unspecified
691,MN329676,Mycobacterium,Unspecified
692,MN329675,Microbacterium,Unspecified
693,MN329674,Mycobacterium,Unspecified
694,MN329673,Gordonia,Unspecified
695,MN234236,Mycobacterium,Unspecified
696,MN234235,Mycobacterium,Unspecified
697,MN234225,Mycobacterium,Unspecified
698,MN234224,Arthrobacter,Unspecified
699,MN234223,Mycobacterium,Unspecified
700,MN234217,Arthrobacter,Unspecified
701,MN234215,Gordonia,Unspecified
702,MN234214,Arthrobacter,Unspecified
703,MN234212,Mycobacterium,Unspecified
704,MN234209,Mycobacterium,Unspecified
705,MN234208,Streptomyces,Unspecified
706,MN234203,Mycobacterium,Unspecified
707,MN234200,Mycobacterium,Unspecified
708,MN234199,Mycobacterium,Unspecified
709,MN234196,Gordonia,Unspecified
710,MN234195,Mycobacterium,Unspecified
711,MN234194,Arthrobacter,Unspecified
712,MN234193,Mycobacterium,Unspecified
713,MN234192,Streptomyces,Unspecified
714,MN234188,Mycobacterium,Unspecified
715,MN234187,Mycobacterium,Unspecified
716,MN234178,Arthrobacter,Unspecified
717,MN234177,Microbacterium,Unspecified
718,MN234176,Mycobacterium,Unspecified
719,MN234172,Mycobacterium,Unspecified
720,MN234170,Mycobacterium,Unspecified
721,MN234169,Mycobacterium,Unspecified
722,MN234168,Arthrobacter,Unspecified
723,MN234167,Mycobacterium,Unspecified
724,MN234166,Gordonia,Unspecified
725,MN234164,Arthrobacter,Unspecified
726,MN234161,Gordonia,Unspecified
727,MN224566,Mycobacterium,Unspecified
728,MN224565,Streptomyces,Unspecified
729,MN224564,Streptomyces,Unspecified
730,MN276192,Mycobacterium,Unspecified
731,MN310547,Mycobacterium,Unspecified
732,MN310545,Mycobacterium,Unspecified
733,MN310544,Mycobacterium,Unspecified
734,MN310542,Mycobacterium,Unspecified
735,MN310541,Mycobacterium,Unspecified
736,MN204502,Mycobacterium,Unspecified
737,MN204498,Streptomyces,Unspecified
738,MN183283,Arthrobacter,Unspecified
739,MN183281,Microbacterium,Unspecified
740,MN183279,Arthrobacter,Unspecified
741,MN119379,Mycobacterium,Unspecified
742,MN119377,Mycobacterium,Unspecified
743,MN062719,Microbacterium,Unspecified
744,MN062718,Mycobacterium,Unspecified
745,MN062717,Microbacterium,Unspecified
746,MN062714,Microbacterium,Unspecified
747,MN062712,Mycobacterium,Unspecified
748,MN062710,Mycobacterium,Unspecified
749,MN062708,Mycobacterium,Unspecified
750,MN062706,Mycobacterium,Unspecified
751,MN175604,Gordonia,Unspecified
752,MN175603,Microbacterium,Unspecified
753,MK937610,Microbacterium,Unspecified
754,MK967401,Mycobacterium,Unspecified
755,MK967399,Mycobacterium,Unspecified
756,MK967398,Arthrobacter,Unspecified
757,MK967397,Mycobacterium,Unspecified
758,MK967396,Gordonia,Unspecified
759,MK967395,Mycobacterium,Unspecified
760,MK967389,Gordonia,Unspecified
761,MK967387,Mycobacterium,Unspecified
762,MK967382,Gordonia,Unspecified
763,MK967379,Mycobacterium,Unspecified
764,MN096382,Mycobacterium,Unspecified
765,MN096381,Streptomyces,Unspecified
766,MN096380,Mycobacterium,Unspecified
767,MN096379,Streptomyces,Unspecified
768,MN096377,Mycobacterium,Unspecified
769,MN096376,Mycobacterium,Unspecified
770,MN096375,Streptomyces,Unspecified
771,MN096373,Streptomyces,Unspecified
772,MN096372,Mycobacterium,Unspecified
773,MN096368,Mycobacterium,Unspecified
774,MN096364,Mycobacterium,Unspecified
775,MN096361,Mycobacterium,Unspecified
776,MN096360,Mycobacterium,Unspecified
777,MN096359,Mycobacterium,Unspecified
778,MN096358,Microbacterium,Unspecified
779,MN096357,Microbacterium,Unspecified
780,MN096356,Mycobacterium,Unspecified
781,MN096355,Mycobacterium,Unspecified
782,MK937611,Gordonia,Unspecified
783,MK937607,Gordonia,Unspecified
784,MK937605,Mycobacterium,Unspecified
785,MK937604,Mycobacterium,Unspecified
786,MK937601,Gordonia,Unspecified
787,MK937600,Mycobacterium,Unspecified
788,MK937599,Gordonia,Unspecified
789,MK937598,Microbacterium,Unspecified
790,MK937594,Gordonia,Unspecified
791,MK937593,Mycobacterium,Unspecified
792,MK937592,Mycobacterium,Unspecified
793,MN010762,Gordonia,Unspecified
794,MN010758,Gordonia,Unspecified
795,MN010757,Mycobacterium,Unspecified
796,MK919481,Gordonia,Unspecified
797,MK919480,Mycobacterium,Unspecified
798,MK919479,Arthrobacter,Unspecified
799,MK919473,Arthrobacter,Unspecified
800,MK919472,Mycobacterium,Unspecified
801,MK977713,Mycobacterium,Unspecified
802,MK977709,Mycobacterium,Unspecified
803,MK977708,Mycobacterium,Unspecified
804,MK977707,Mycobacterium,Unspecified
805,MK977704,Gordonia,Unspecified
806,MK977703,Arthrobacter,Unspecified
807,MK977702,Gordonia,Unspecified
808,MK977700,Corynebacterium,Unspecified
809,MK977698,Microbacterium,Unspecified
810,MK977696,Gordonia,Unspecified
811,MK977695,Gordonia,Unspecified
812,MK801735,Mycobacterium,Unspecified
813,MK801726,Mycobacterium,Unspecified
814,MK801725,Gordonia,Unspecified
815,MK878905,Mycobacterium,Unspecified
816,MK878900,Mycobacterium,Unspecified
817,MK878897,Mycobacterium,Unspecified
818,MK878896,Gordonia,Unspecified
819,MK878895,Mycobacterium,Unspecified
820,MK894433,Mycobacterium,Unspecified
821,MK977705,Gordonia,Unspecified
822,MK820639,Mycobacterium,Unspecified
823,MK820638,Mycobacterium,Unspecified
824,MK875800,Mycobacterium,Unspecified
825,MK875799,Mycobacterium,Unspecified
826,MK875798,Microbacterium,Unspecified
827,MK875796,Gordonia,Unspecified
828,MK875792,Mycobacterium,Unspecified
829,MK875791,Gordonia,Unspecified
830,MK814761,Gordonia,Unspecified
831,MK814758,Mycobacterium,Unspecified
832,MK814755,Gordonia,Unspecified
833,MK814754,Mycobacterium,Unspecified
834,MK814753,Microbacterium,Unspecified
835,MK814751,Mycobacterium,Unspecified
836,MK814748,Mycobacterium,Unspecified
837,MK757445,Mycobacterium,Unspecified
838,MK524531,Mycobacterium,Unspecified
839,MK686071,Streptomyces,Unspecified
840,MK620898,Mycobacterium,Unspecified
841,MK620896,Streptomyces,Unspecified
842,MK620894,Streptomyces,Unspecified
843,MK494123,Mycobacterium,Unspecified
844,MK524501,Gordonia,Unspecified
845,MK494130,Mycobacterium,Unspecified
846,MK494129,Mycobacterium,Unspecified
847,MK494128,Mycobacterium,Unspecified
848,MK494127,Mycobacterium,Unspecified
849,MK494126,Mycobacterium,Unspecified
850,MK494125,Mycobacterium,Unspecified
851,MK494124,Mycobacterium,Unspecified
852,MK494122,Mycobacterium,Unspecified
853,MK494120,Mycobacterium,Unspecified
854,MK494118,Mycobacterium,Unspecified
855,MK494117,Mycobacterium,Unspecified
856,MK494116,Mycobacterium,Unspecified
857,MK494115,Mycobacterium,Unspecified
858,MK494113,Mycobacterium,Unspecified
859,MK494110,Mycobacterium,Unspecified
860,MK494108,Mycobacterium,Unspecified
861,MK494101,Mycobacterium,Unspecified
862,MK494100,Mycobacterium,Unspecified
863,MK494097,Mycobacterium,Unspecified
864,MK494096,Mycobacterium,Unspecified
865,MK494094,Mycobacterium,Unspecified
866,MK494093,Mycobacterium,Unspecified
867,MK494091,Mycobacterium,Unspecified
868,MK494090,Mycobacterium,Unspecified
869,MK494089,Mycobacterium,Unspecified
870,MK494088,Mycobacterium,Unspecified
871,MK494087,Mycobacterium,Unspecified
872,MK559429,Mycobacterium,Unspecified
873,MK559428,Mycobacterium,Unspecified
874,MK468591,Mycobacterium,Unspecified
875,MK524530,Mycobacterium,Unspecified
876,MK524529,Mycobacterium,Unspecified
877,MK524528,Mycobacterium,Unspecified
878,MK524527,Mycobacterium,Unspecified
879,MK524525,Mycobacterium,Unspecified
880,MK524524,Streptomyces,Unspecified
881,MK524523,Mycobacterium,Unspecified
882,MK524522,Mycobacterium,Unspecified
883,MK524520,Mycobacterium,Unspecified
884,MK524519,Mycobacterium,Unspecified
885,MK524518,Mycobacterium,Unspecified
886,MK524517,Mycobacterium,Unspecified
887,MK524516,Mycobacterium,Unspecified
888,MK524515,Mycobacterium,Unspecified
889,MK524514,Mycobacterium,Unspecified
890,MK524513,Mycobacterium,Unspecified
891,MK524511,Mycobacterium,Unspecified
892,MK524510,Microbacterium,Unspecified
893,MK524509,Mycobacterium,Unspecified
894,MK524508,Mycobacterium,Unspecified
895,MK524507,Mycobacterium,Unspecified
896,MK524506,Mycobacterium,Unspecified
897,MK524504,Mycobacterium,Unspecified
898,MK524503,Mycobacterium,Unspecified
899,MK524500,Mycobacterium,Unspecified
900,MK524499,Mycobacterium,Unspecified
901,MK524497,Mycobacterium,Unspecified
902,MK524496,Mycobacterium,Unspecified
903,MK524495,Rhodococcus,Unspecified
904,MK524492,Mycobacterium,Unspecified
905,MK524491,Mycobacterium,Unspecified
906,MK524489,Mycobacterium,Unspecified
907,MK524487,Rhodococcus,Unspecified
908,MK501729,Gordonia,Unspecified
909,MK433278,Streptomyces,Unspecified
910,MK433276,Streptomyces,Unspecified
911,MK433273,Mycobacterium,Unspecified
912,MK433271,Streptomyces,Unspecified
913,MK433270,Streptomyces,Unspecified
914,MK433264,Gordonia,Unspecified
915,MK433262,Mycobacterium,Unspecified
916,MK392367,Mycobacterium,Unspecified
917,MK392366,Streptomyces,Unspecified
918,MK392365,Streptomyces,Unspecified
919,MK392364,Streptomyces,Unspecified
920,MK392363,Streptomyces,Unspecified
921,MK359366,Mycobacterium,Unspecified
922,MK359364,Mycobacterium,Unspecified
923,MK359363,Mycobacterium,Unspecified
924,MK359362,Mycobacterium,Unspecified
925,MK359360,Mycobacterium,Unspecified
926,MK359358,Mycobacterium,Unspecified
927,MK359356,Mycobacterium,Unspecified
928,MK359354,Mycobacterium,Unspecified
929,MK359353,Mycobacterium,Unspecified
930,MK359352,Mycobacterium,Unspecified
931,MK359348,Mycobacterium,Unspecified
932,MK359347,Mycobacterium,Unspecified
933,MK359343,Mycobacterium,Unspecified
934,MK359342,Mycobacterium,Unspecified
935,MK359341,Mycobacterium,Unspecified
936,MK359340,Mycobacterium,Unspecified
937,MK359338,Mycobacterium,Unspecified
938,MK359337,Mycobacterium,Unspecified
939,MK359336,Mycobacterium,Unspecified
940,MK359331,Mycobacterium,Unspecified
941,MK359328,Mycobacterium,Unspecified
942,MK359325,Mycobacterium,Unspecified
943,MK359323,Mycobacterium,Unspecified
944,MK359322,Mycobacterium,Unspecified
945,MK359320,Mycobacterium,Unspecified
946,MK359316,Mycobacterium,Unspecified
947,MK359315,Mycobacterium,Unspecified
948,MK359312,Mycobacterium,Unspecified
949,MK359310,Mycobacterium,Unspecified
950,MK359309,Mycobacterium,Unspecified
951,MK359307,Mycobacterium,Unspecified
952,MK359305,Mycobacterium,Unspecified
953,MK359304,Mycobacterium,Unspecified
954,MK359301,Mycobacterium,Unspecified
955,MK359300,Mycobacterium,Unspecified
956,MK359299,Mycobacterium,Unspecified
957,MK310145,Mycobacterium,Unspecified
958,MK310144,Mycobacterium,Unspecified
959,MK310143,Mycobacterium,Unspecified
960,MK310142,Mycobacterium,Unspecified
961,MK310141,Mycobacterium,Unspecified
962,MK310140,Mycobacterium,Unspecified
963,MK310138,Mycobacterium,Unspecified
964,MK460245,Streptomyces,Unspecified
965,MK450436,Gordonia,Unspecified
966,MK450427,Mycobacterium,Unspecified
967,MK305893,Mycobacterium,Unspecified
968,MK305892,Mycobacterium,Unspecified
969,MK305889,Gordonia,Unspecified
970,MK305887,Mycobacterium,Unspecified
971,MK305886,Mycobacterium,Unspecified
972,MK376963,Microbacterium,Unspecified
973,MK376959,Gordonia,Unspecified
974,MK376956,Gordonia,Unspecified
975,MH825713,Mycobacterium,Unspecified
976,MK284522,Mycobacterium,Unspecified
977,MK284519,Mycobacterium,Unspecified
978,MK284518,Mycobacterium,Unspecified
979,MK061412,Streptomyces,Unspecified
980,MK279913,Mycobacterium,Unspecified
981,MK279903,Mycobacterium,Unspecified
982,MK279902,Mycobacterium,Unspecified
983,MK279898,Mycobacterium,Unspecified
984,MK279894,Mycobacterium,Unspecified
985,MK279877,Mycobacterium,Unspecified
986,MK279857,Mycobacterium,Unspecified
987,MK279849,Mycobacterium,Unspecified
988,MK279842,Mycobacterium,Unspecified
989,MK112547,Gordonia,Unspecified
990,MK112530,Mycobacterium,Unspecified
991,MK112532,Mycobacterium,Unspecified
992,MK112540,Mycobacterium,Unspecified
993,MK112543,Mycobacterium,Unspecified
994,MK112546,Mycobacterium,Unspecified
995,MK112549,Mycobacterium,Unspecified
996,MK112556,Mycobacterium,Unspecified
997,MK061415,Mycobacterium,Unspecified
998,MK061414,Mycobacterium,Unspecified
999,MK061409,Mycobacterium,Unspecified
1000,MK061408,Mycobacterium,Unspecified
1001,MK061407,Mycobacterium,Unspecified
1002,MH976519,Gordonia,Unspecified
1003,MH976518,Gordonia,Unspecified
1004,MH976517,Mycobacterium,Unspecified
1005,MH976516,Corynebacterium,Unspecified
1006,MH976515,Gordonia,Unspecified
1007,MH976514,Gordonia,Unspecified
1008,MH976513,Gordonia,Unspecified
1009,MH976512,Gordonia,Unspecified
1010,MH976511,Gordonia,Unspecified
1011,MH976510,Gordonia,Unspecified
1012,MH976509,Gordonia,Unspecified
1013,MH976508,Gordonia,Unspecified
1014,MH976507,Gordonia,Unspecified
1015,MH976506,Gordonia,Unspecified
1016,MH910040,Mycobacterium,Unspecified
1017,MK016504,Mycobacterium,Unspecified
1018,MK016502,Mycobacterium,Unspecified
1019,MK016501,Mycobacterium,Unspecified
1020,MK016499,Mycobacterium,Unspecified
1021,MK016498,Mycobacterium,Unspecified
1022,MK016496,Mycobacterium,Unspecified
1023,MK016494,Mycobacterium,Unspecified
1024,MK016493,Brevibacterium,Unspecified
1025,MK016492,Gordonia,Unspecified
1026,MK016491,Mycobacterium,Unspecified
1027,MH926057,Corynebacterium,Unspecified
1028,MH926056,Corynebacterium,Unspecified
1029,MH926055,Mycobacterium,Unspecified
1030,MH727543,Mycobacterium,Unspecified
1031,MH834626,Microbacterium,Unspecified
1032,MH834624,Arthrobacter,Unspecified
1033,MH834620,Arthrobacter,Unspecified
1034,MH834618,Arthrobacter,Unspecified
1035,MH834617,Mycobacterium,Unspecified
1036,MH834616,Arthrobacter,Unspecified
1037,MH834609,Arthrobacter,Unspecified
1038,MH834608,Arthrobacter,Unspecified
1039,MH834606,Arthrobacter,Unspecified
1040,MH834604,Microbacterium,Unspecified
1041,MH834601,Mycobacterium,Unspecified
1042,MH834600,Mycobacterium,Unspecified
1043,MH834599,Microbacterium,Unspecified
1044,MH834596,Microbacterium,Unspecified
1045,MH834595,Arthrobacter,Unspecified
1046,MH834602,Microbacterium,Unspecified
1047,MH744415,Mycobacterium,Unspecified
1048,MH727558,Mycobacterium,Unspecified
1049,MH825712,Microbacterium,Unspecified
1050,MH825711,Arthrobacter,Unspecified
1051,MH825710,Mycobacterium,Unspecified
1052,MH825709,Mycobacterium,Unspecified
1053,MH825708,Mycobacterium,Unspecified
1054,MH825707,Mycobacterium,Unspecified
1055,MH825706,Streptomyces,Unspecified
1056,MH825704,Mycobacterium,Unspecified
1057,MH825703,Arthrobacter,Unspecified
1058,MH825701,Mycobacterium,Unspecified
1059,MH825697,Mycobacterium,Unspecified
1060,MH779517,Mycobacterium,Unspecified
1061,MH779514,Mycobacterium,Unspecified
1062,MH779511,Mycobacterium,Unspecified
1063,MH779503,Mycobacterium,Unspecified
1064,MH744425,Mycobacterium,Unspecified
1065,MH744423,Mycobacterium,Unspecified
1066,MH744418,Streptomyces,Unspecified
1067,MH744414,Mycobacterium,Unspecified
1068,MH727564,Streptomyces,Unspecified
1069,MH727562,Mycobacterium,Unspecified
1070,MH727559,Mycobacterium,Unspecified
1071,MH727557,Mycobacterium,Unspecified
1072,MH727563,Mycobacterium,Unspecified
1073,MH727554,Mycobacterium,Unspecified
1074,MH727553,Mycobacterium,Unspecified
1075,MH727551,Mycobacterium,Unspecified
1076,MH727548,Mycobacterium,Unspecified
1077,MH727545,Mycobacterium,Unspecified
1078,MH697590,Mycobacterium,Unspecified
1079,MH697586,Mycobacterium,Unspecified
1080,MH651190,Streptomyces,Unspecified
1081,MH651189,Gordonia,Unspecified
1082,MH651188,Mycobacterium,Unspecified
1083,MH651187,Mycobacterium,Unspecified
1084,MH651183,Mycobacterium,Unspecified
1085,MH651182,Gordonia,Unspecified
1086,MH651180,Mycobacterium,Unspecified
1087,MH651179,Mycobacterium,Unspecified
1088,MH651178,Mycobacterium,Unspecified
1089,MH651174,Mycobacterium,Unspecified
1090,MH651173,Mycobacterium,Unspecified
1091,MH651172,Streptomyces,Unspecified
1092,MH651170,Mycobacterium,Unspecified
1093,MH651169,Mycobacterium,Unspecified
1094,MH651168,Gordonia,Unspecified
1095,MH651166,Gordonia,Unspecified
1096,MH669017,Mycobacterium,Unspecified
1097,MH669016,Streptomyces,Unspecified
1098,MH669014,Mycobacterium,Unspecified
1099,MH669012,Mycobacterium,Unspecified
1100,MH669011,Mycobacterium,Unspecified
1101,MH669010,Mycobacterium,Unspecified
1102,MH669009,Mycobacterium,Unspecified
1103,MH669008,Mycobacterium,Unspecified
1104,MH669005,Mycobacterium,Unspecified
1105,MH669004,Streptomyces,Unspecified
1106,MH669003,Mycobacterium,Unspecified
1107,MH669002,Mycobacterium,Unspecified
1108,MH669001,Mycobacterium,Unspecified
1109,MH669000,Gordonia,Unspecified
1110,MH697593,Mycobacterium,Unspecified
1111,MH697591,Mycobacterium,Unspecified
1112,MH697589,Microbacterium,Unspecified
1113,MH697588,Mycobacterium,Unspecified
1114,MH697587,Mycobacterium,Unspecified
1115,MH697585,Mycobacterium,Unspecified
1116,MH697583,Mycobacterium,Unspecified
1117,MH697582,Mycobacterium,Unspecified
1118,MH697581,Mycobacterium,Unspecified
1119,MH697579,Mycobacterium,Unspecified
1120,MH697576,Mycobacterium,Unspecified
1121,MH697575,Mycobacterium,Unspecified
1122,MH590593,Mycobacterium,Unspecified
1123,MH632119,Mycobacterium,Unspecified
1124,MH632118,Mycobacterium,Unspecified
1125,MH632117,Mycobacterium,Unspecified
1126,MH590603,Gordonia,Unspecified
1127,MH590602,Mycobacterium,Unspecified
1128,MH590601,Streptomyces,Unspecified
1129,MH590600,Microbacterium,Unspecified
1130,MH590598,Mycobacterium,Unspecified
1131,MH590596,Mycobacterium,Unspecified
1132,MH590595,Mycobacterium,Unspecified
1133,MH590589,Streptomyces,Unspecified
1134,MH590587,Mycobacterium,Unspecified
1135,MH576977,Mycobacterium,Unspecified
1136,MH576975,Mycobacterium,Unspecified
1137,MH576974,Mycobacterium,Unspecified
1138,MH576973,Mycobacterium,Unspecified
1139,MH576971,Mycobacterium,Unspecified
1140,MH576969,Gordonia,Unspecified
1141,MH576962,Streptomyces,Unspecified
1142,MH576959,Mycobacterium,Unspecified
1143,MH576956,Mycobacterium,Unspecified
1144,MH576953,Mycobacterium,Unspecified
1145,MH576949,Mycobacterium,Unspecified
1146,MH513985,Mycobacterium,Unspecified
1147,MH513984,Mycobacterium,Unspecified
1148,MH513983,Mycobacterium,Unspecified
1149,MH513980,Mycobacterium,Unspecified
1150,MH513978,Mycobacterium,Unspecified
1151,MH513975,Mycobacterium,Unspecified
1152,MH513974,Gordonia,Unspecified
1153,MH513972,Mycobacterium,Unspecified
1154,MH513971,Mycobacterium,Unspecified
1155,MH513970,Mycobacterium,Unspecified
1156,MH536829,Mycobacterium,Unspecified
1157,MH536828,Mycobacterium,Unspecified
1158,MH536827,Mycobacterium,Unspecified
1159,MH536826,Gordonia,Unspecified
1160,MH536825,Mycobacterium,Unspecified
1161,MH536820,Mycobacterium,Unspecified
1162,MH536817,Mycobacterium,Unspecified
1163,MH536816,Mycobacterium,Unspecified
1164,MH536815,Streptomyces,Unspecified
1165,MH536814,Streptomyces,Unspecified
1166,MH536813,Mycobacterium,Unspecified
1167,MH509447,Microbacterium,Unspecified
1168,MH509443,Mycobacterium,Unspecified
1169,MH509442,Mycobacterium,Unspecified
1170,MH509441,Mycobacterium,Unspecified
1171,MH479926,Arthrobacter,Unspecified
1172,MH479924,Gordonia,Unspecified
1173,MH479921,Mycobacterium,Unspecified
1174,MH479919,Mycobacterium,Unspecified
1175,MH479918,Mycobacterium,Unspecified
