species,Gram stain,Genus
Fictibacillus phosphorivorans,positive,Fictibacillus
Fictibacillus rigui,positive,Fictibacillus
Fictibacillus solisalsi,positive,Fictibacillus
Filibacter tadaridae,positive,Filibacter
Finegoldia magna,positive,Finegoldia
Flaviflexus huanghaiensis,positive,Flaviflexus
Flavihumibacter petaseus,positive,Flavihumibacter
Flavihumibacter sediminis,positive,Flavihumibacter
Flavihumibacter soli,positive,Flavihumibacter
Flavihumibacter stibioxidans,positive,Flavihumibacter
Flavimobilis marinus,positive,Flavimobilis
Flavimobilis soli,positive,Flavimobilis
Flavobacterium chryseum,positive,Flavobacterium
Flavobacterium psychroterrae,positive,Flavobacterium
Flexivirga endophytica,positive,Flexivirga
Flexivirga lutea,positive,Flexivirga
Flexivirga oryzae,positive,Flexivirga
Floricoccus penangensis,positive,Floricoccus
Floricoccus tropicus,positive,Floricoccus
Fodinibacter luteus,positive,Fodinibacter
Fodinicola feengrottensis,positive,Fodinicola
Fontibacillus aquaticus,positive,Fontibacillus
Fontibacillus panacisegetis,positive,Fontibacillus
Fonticella tunisiensis,positive,Fonticella
Frankia alni,positive,Frankia
